# _root_ " Ko ste bili vi mladi , smo bili mi vsi še na drevesih , " je rekel gostilničar in namignil drugim gostom .
#goldHeads=9,9,4,2,4,4,2,9,18,9,10,14,9,13,9,9,18,20,18,0,20,23,21,0,
#predictedHeads=2,0,4,2,2,2,2,9,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,0,
(18,24),(24,9),0.355497 # DEPENDENCYPART_GRANDPAR
(18,24),(24,10),0.405328 # DEPENDENCYPART_GRANDPAR
(18,24),(24,11),0.461276 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),0.302845 # DEPENDENCYPART_GRANDPAR
(18,24),(24,13),0.303362 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),0.754544 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),0.307193 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),0.292796 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),0.419609 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),1.2812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),1.57369 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.961799 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),1.3617 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),1.10999 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),1.56809 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),0.351569 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),0.359218 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),0.390646 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.375951 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),1.59124 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),0.383407 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),0.362112 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),0.393564 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),0.370868 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),0.367493 # DEPENDENCYPART_GRANDPAR
(19,1),(1,12),0.353257 # DEPENDENCYPART_GRANDPAR
(19,1),(1,13),0.362712 # DEPENDENCYPART_GRANDPAR
(19,1),(1,14),0.375972 # DEPENDENCYPART_GRANDPAR
(19,1),(1,15),0.371341 # DEPENDENCYPART_GRANDPAR
(19,1),(1,16),0.383524 # DEPENDENCYPART_GRANDPAR
(19,1),(1,17),0.344564 # DEPENDENCYPART_GRANDPAR
(19,1),(1,18),0.436275 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,1),(1,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,1),(1,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,1),(1,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,1),(1,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.383073 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.359833 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),0.391109 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),0.374824 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),1.58215 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),0.396131 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),0.362728 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),0.394026 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),0.369741 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),0.366366 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),0.352131 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),0.364131 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),0.375287 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),0.384065 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),0.389322 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),0.345179 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),0.43689 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,2),(2,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,2),(2,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,2),(2,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),0.384347 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.341282 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),0.396143 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.374302 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),1.58025 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),0.382297 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),0.367762 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),0.399061 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),0.369218 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),0.365843 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),0.350665 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),0.363786 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),0.377344 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),0.37023 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),0.382566 # DEPENDENCYPART_GRANDPAR
(19,3),(3,17),0.35511 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),0.441925 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),0.675868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),0.683547 # DEPENDENCYPART_GRANDPAR
(19,3),(3,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,3),(3,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,3),(3,23),0.674856 # DEPENDENCYPART_GRANDPAR
(19,3),(3,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.384347 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.341282 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.350008 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.374302 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),1.5804 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.382297 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),0.36788 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),0.399179 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),0.369218 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),0.365843 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),0.350665 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),0.363786 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),0.377344 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),0.37023 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),0.382566 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),0.355229 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.442043 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),0.675868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),0.683547 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,4),(4,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,4),(4,23),0.674856 # DEPENDENCYPART_GRANDPAR
(19,4),(4,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),0.380936 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.337348 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.344466 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),0.37586 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),1.57938 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.379199 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),0.357483 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),0.388782 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),0.366965 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),0.36359 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),0.349355 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),0.358656 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),0.371242 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.367133 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),0.379468 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),0.339934 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),0.431645 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,5),(5,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,5),(5,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,5),(5,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,5),(5,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),0.380936 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),0.337348 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),0.344466 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),0.37586 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.361897 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),0.379199 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),0.357483 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),0.388782 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),0.366965 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),0.36359 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),0.349355 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),0.359438 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),0.371242 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),0.367133 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.379468 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),0.339934 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.431645 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),0.675977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),0.683743 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),0.760019 # DEPENDENCYPART_GRANDPAR
(19,6),(6,22),0.694632 # DEPENDENCYPART_GRANDPAR
(19,6),(6,23),0.674964 # DEPENDENCYPART_GRANDPAR
(19,6),(6,24),0.640893 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),0.388742 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),0.345459 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),0.353419 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),0.384813 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),0.369702 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),1.59163 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),0.366742 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),0.398346 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),0.37477 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),0.371395 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),0.35716 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),0.366767 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),0.380027 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),0.375549 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),0.387579 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),0.349193 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),0.440905 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,7),(7,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,7),(7,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,7),(7,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),0.384347 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),0.341282 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),0.349737 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),0.381131 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.364027 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),1.57025 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.36791 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),0.399061 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.369218 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.365843 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.350665 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),0.363786 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),0.377344 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.37023 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.382566 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.35511 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.441925 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),0.675868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),0.683547 # DEPENDENCYPART_GRANDPAR
(19,8),(8,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,8),(8,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,8),(8,23),0.674856 # DEPENDENCYPART_GRANDPAR
(19,8),(8,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),0.384347 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),0.341282 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),0.350008 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),0.381402 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),0.364027 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),1.57025 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.36791 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),0.352903 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.369218 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),0.365843 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.350665 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.363786 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.377344 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.37023 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.382566 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.355229 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.442043 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),0.675868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),0.683547 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),0.674856 # DEPENDENCYPART_GRANDPAR
(19,9),(9,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),0.380936 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),0.337348 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),0.344466 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),0.37586 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),0.361897 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),1.56791 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),0.365222 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),0.34736 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.378777 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.36359 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),0.349355 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),0.358656 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.371242 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.367133 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.379468 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.339934 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.431645 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),0.380936 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),0.337348 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),0.344466 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),0.37586 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),0.361897 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),1.56791 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),0.365222 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),0.34736 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.378777 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.356814 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.349355 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.358656 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),0.371242 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.367133 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.379468 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.339934 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.431645 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,11),(11,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),0.380936 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),0.337348 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),0.344466 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),0.37586 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),0.361897 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),1.56791 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.365222 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),0.34736 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.378777 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.356814 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.353438 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.358656 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.371242 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.367133 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.379468 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.339934 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.431645 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),0.381849 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),0.339259 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),0.345378 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),0.376772 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),0.36412 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),1.56883 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),0.366134 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),0.348273 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.37969 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.359037 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.355661 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.339393 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.377126 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.367133 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.379468 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.339934 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.431645 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),0.383235 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),0.340836 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),0.346089 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),0.377483 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),0.363673 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),1.57151 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),0.368195 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),0.348984 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.380401 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.35859 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.355215 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.340104 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.350366 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.374176 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.383284 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.341606 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.432956 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),0.388742 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),0.345459 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),0.353419 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),0.384813 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),0.369702 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),1.59163 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),0.373027 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),0.356314 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.387731 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),0.364619 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),0.361244 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.346286 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.355274 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.370653 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.387579 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.349193 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.440905 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),0.384839 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),0.341404 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),0.348942 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),0.380337 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),0.3658 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),1.57977 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),0.369125 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),0.351837 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),0.383254 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),0.360716 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.357341 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.342383 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.351371 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.366597 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.357058 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.344564 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.436275 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),0.675662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),0.683429 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),0.759705 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),0.694318 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),0.67465 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),0.640579 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),0.384347 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),0.341282 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),0.349737 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),0.381131 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),0.364027 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),1.57025 # DEPENDENCYPART_GRANDPAR
