# _root_ Obrnil se je , mrmrajoč sam pri sebi , in se zadel ob Winstona .
#goldHeads=10,1,1,5,1,5,5,7,5,0,12,10,12,13,0,
#predictedHeads=0,1,12,1,1,1,1,1,10,1,1,10,1,1,0,
(12,4),(4,6),0.665033 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.350773 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.379788 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.361898 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.360069 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.356006 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),1.15934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),0.859301 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),1.75968 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),0.784169 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),0.389689 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),0.340895 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),0.448407 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.34233 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.656519 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),0.350846 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.379384 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.360883 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.359192 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.355603 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),1.15934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),0.859615 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),1.75968 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),0.784169 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),0.389689 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.340895 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.448407 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.34233 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.642318 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.350846 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.379384 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.360883 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.359192 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.355603 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),1.15934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),0.859615 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),1.75968 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),0.784169 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),0.392077 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.344819 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.450795 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.344718 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.644031 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.647653 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.381706 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.363205 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.361514 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.357925 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),1.15934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),0.859301 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),1.75968 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),0.784169 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.389102 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.340308 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.447819 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.341742 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.641055 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.644677 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.339506 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.360612 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.358921 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.355332 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),1.15934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.859301 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),1.75968 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),0.784169 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.390925 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),0.340982 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.449642 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.342417 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.649841 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.653462 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.340181 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.369447 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.360069 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.356006 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),1.15934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.859301 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),1.75968 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),0.784169 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.398167 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.342799 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.456884 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.344708 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.643547 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.647169 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.343465 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.371264 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.345725 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.358186 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),1.15934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.859301 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),1.75968 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),0.784169 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.389102 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.340308 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.447819 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.341742 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.641055 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.644677 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.339506 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.368773 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.34276 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.349852 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),1.15934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.859301 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),1.75968 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),0.784169 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),0.338367 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),0.290026 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),0.397084 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),0.291995 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),0.590697 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),0.594318 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),0.289377 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),0.318491 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),0.293013 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),0.298031 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.294504 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),1.22255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),1.82119 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.836892 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),0.338367 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),0.290026 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),0.397084 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),0.291995 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),0.590697 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),0.594318 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),0.289377 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),0.318491 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),0.293013 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),0.298031 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.294504 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),1.22484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.92388 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.836149 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),0.338367 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),0.290026 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),0.397084 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),0.291995 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),0.590697 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),0.594318 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),0.289377 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),0.318491 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),0.293013 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),0.298031 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.294504 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),1.22136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.920545 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),1.82637 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.287784 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.400302 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.299487 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.34103 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.340725 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.308356 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.287269 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.299079 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.298424 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.281317 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.380517 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),0.909134 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.352683 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.385849 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.298197 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.340877 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.340572 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.305513 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.285738 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.297789 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.297732 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.278815 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.370961 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),0.908928 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.35687 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.27517 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.299487 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.34103 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.340725 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.308356 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.287269 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.299079 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.298424 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.281317 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.380517 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),0.909134 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.353831 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.274407 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.376123 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.348988 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.348683 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.305818 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.285738 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.2984 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.298205 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.278815 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.372415 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),0.908928 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.352683 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.274407 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.374974 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.285668 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.340572 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.306295 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.285738 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.297789 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.297732 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.278815 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.370961 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),0.678836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),0.908928 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.352683 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.274407 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.374974 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.285668 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.326496 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.306295 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.285738 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.297789 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.297732 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.278815 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.370961 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),0.678836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),0.908928 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.352683 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.275356 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.374974 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.285668 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.325821 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.325517 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.285738 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.297789 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.297732 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.278815 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.370961 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),0.908928 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.352683 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.274407 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.374974 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.285668 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.325821 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.325517 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.294953 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.297789 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.297732 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.278815 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.370961 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),0.908928 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.353831 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.274407 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.376123 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.285668 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.333932 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.333627 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.294953 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.274864 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.298205 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.278815 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.372415 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.908928 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),0.36006 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),0.276404 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.382351 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.288139 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.327819 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.327514 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.298418 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.276861 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.28773 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.281423 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.377556 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.908928 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.352683 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.274407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.374974 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.285668 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.325821 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.325517 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.294953 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.274864 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.28526 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.286975 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.370961 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.908928 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.35687 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.27517 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.382079 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),0.28691 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.327074 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.326769 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.297678 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.275548 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.286502 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.28923 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.268704 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),0.678522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.909134 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.680076 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),0.303597 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),0.225321 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),0.325889 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),0.236582 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),0.276736 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),0.276431 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),0.245553 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),0.225778 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),0.236174 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),0.237771 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),0.218855 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.311001 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),0.744811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.731627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),0.303141 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),0.224866 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),0.325433 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),0.236126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),0.27628 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),0.275975 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),0.245097 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),0.225322 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),0.235718 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),0.237316 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),0.218399 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.310545 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),0.73909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.971323 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.374429 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.389255 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.399217 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),2.02767 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),2.01783 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.379972 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),0.383538 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.391836 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.371819 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.379672 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.463057 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.373751 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),0.696504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),0.6196 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.446533 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.374079 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.396119 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),2.02679 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),2.01695 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.376405 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.381284 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.388738 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.370403 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.376447 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.452778 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.370184 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),0.696298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),0.6196 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.451804 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.363262 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.399217 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),2.02767 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),2.01783 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.379972 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.383538 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.391836 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.371819 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.379672 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.463057 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.373751 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),0.696504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
