# _root_ Igra s puščicami , ki so jih metali na drugem koncu sobe , je za celih trideset sekund prenehala .
#goldHeads=19,1,2,5,3,8,8,5,8,11,9,11,5,19,19,18,15,17,0,0,
#predictedHeads=5,5,5,5,0,8,5,5,5,5,5,5,5,19,5,5,5,5,5,0,
(16,14),(14,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.679577 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),0.370801 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),0.278035 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),0.337082 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),0.26876 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),0.308725 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.274088 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),0.274829 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.276307 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.288011 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.296387 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.336336 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.370539 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.274361 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.272796 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),0.538935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.600047 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.679371 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),0.617498 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),0.562712 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),0.3143 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),0.22744 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),0.280581 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),0.218165 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),0.256825 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),0.223492 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),0.223284 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),0.225711 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),0.237415 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),0.244842 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),0.279835 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),0.314038 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),0.223765 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),0.2222 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.24012 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),0.599351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.730058 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.66704 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.612254 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),0.3143 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),0.22744 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),0.280581 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),0.218165 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),0.256825 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),0.223492 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),0.223284 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),0.225711 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),0.237415 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),0.244842 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),0.279835 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),0.314038 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),0.223765 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),0.2222 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.24012 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),0.606022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.661482 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.66704 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.612928 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),0.314506 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),0.22744 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),0.280787 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),0.218165 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),0.256943 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),0.223492 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),0.223284 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),0.225711 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),0.237415 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),0.244842 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),0.280041 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),0.314244 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),0.223765 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),0.2222 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),0.24012 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),0.599504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.660463 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.745948 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.613496 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),0.3143 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),0.22744 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),0.280581 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),0.218165 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),0.256825 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),0.223492 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),0.223284 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),0.225711 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),0.237415 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),0.244842 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),0.279835 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),0.314038 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),0.223765 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),0.2222 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),0.24012 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),0.603406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.660463 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.741396 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.678641 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),0.300912 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.314889 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.315989 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),0.307197 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),0.31708 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),0.327233 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),0.317326 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),0.311311 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),0.31854 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),0.331156 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),0.315908 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),0.318302 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),0.335373 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),0.310917 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),0.457873 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,1),(1,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,1),(1,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.308541 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.318816 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),0.309289 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),0.30648 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.316113 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),0.32614 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),0.316359 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),0.311067 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),0.317446 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),0.335084 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),0.319835 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),0.311602 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.334045 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),0.310673 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.450958 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,2),(2,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.308228 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.29095 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.315989 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.307197 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.31708 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),0.327233 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.317326 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),0.311311 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),0.31854 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),0.331156 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),0.315908 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),0.318302 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.335373 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),0.310917 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),0.457873 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,3),(3,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),0.305734 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.289793 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.304044 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.306717 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.317567 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.32614 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.317813 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),0.311372 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),0.317446 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),0.331187 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),0.315939 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),0.312213 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.335498 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),0.310978 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.459069 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,4),(4,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.306782 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.290587 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.305093 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.299362 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.318582 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.32614 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),0.318828 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),0.312416 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),0.317446 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.331476 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),0.316228 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),0.322746 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),0.336513 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),0.312022 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),0.450958 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,5),(5,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),0.308758 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.292519 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),0.307069 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.299657 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.298111 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.32767 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),0.325916 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.315473 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),0.318976 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.335586 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),0.320337 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.312892 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.348498 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.313516 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.451111 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),0.640052 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),0.304753 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),0.289793 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),0.303064 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.298415 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.296093 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.305239 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.316359 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.311067 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.317446 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.330207 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.314958 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.311602 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.334045 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.310673 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.450958 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),0.308758 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),0.292519 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),0.307069 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.299657 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.298111 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.309697 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.315706 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.315473 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.318976 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.335586 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.320337 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.312892 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.348498 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.313516 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.451111 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),0.640052 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),0.30866 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),0.289793 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),0.30697 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),0.298415 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),0.297092 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.305239 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),0.31597 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.305485 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.317446 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.336091 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.320842 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.311602 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.334045 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.310673 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.450958 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.304753 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),0.289793 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.303064 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.298415 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),0.296093 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.305239 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),0.315021 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.305485 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.300192 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.330207 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.314958 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.311602 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.334045 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.310673 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.450958 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.308228 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),0.29095 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),0.306539 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.300008 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),0.29853 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.305482 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),0.315418 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.305729 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.301349 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.306725 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.315908 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.318302 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.335373 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.310917 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.457873 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),0.308228 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),0.29095 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),0.306539 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),0.300008 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),0.29853 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.305482 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),0.315418 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.305729 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.301349 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.306725 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.322807 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.318302 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.335373 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.310917 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.457873 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),0.305734 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),0.289793 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),0.304044 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.298415 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.296399 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.306387 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.315021 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.306633 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.300192 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.306328 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.320312 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.305064 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.335498 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.310978 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.459069 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),0.308758 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),0.292519 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),0.307069 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),0.299657 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.298111 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.309697 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.315706 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),0.309672 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.303036 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.307012 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.323336 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.308088 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.30197 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.313516 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.451111 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),0.640052 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),0.308855 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),0.289793 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),0.307166 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),0.298415 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),0.297092 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),0.305239 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),0.31597 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.305485 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.300192 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),0.307277 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.323434 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.308186 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.300728 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.32317 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.450958 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),0.579282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.639846 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),0.62564 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),0.600436 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),0.304753 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),0.290534 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),0.303064 # DEPENDENCYPART_GRANDPAR
