# _root_ " Ima se za gostilničarja , pa ne ve , kaj je polič . "
#goldHeads=7,7,2,2,4,7,0,9,7,12,12,9,12,7,7,
#predictedHeads=7,7,7,7,4,7,0,7,7,7,7,7,7,0,0,
(12,7),(7,1),0.311693 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.370567 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.318962 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.315371 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.656848 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.323557 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.311032 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.392298 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.342075 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.322998 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),0.910342 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),0.670826 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),0.679061 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),0.30932 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),0.363138 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.316825 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.312441 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.652328 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.320947 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.322038 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.387331 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.326374 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.320499 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.910342 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),0.670826 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),0.679061 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),0.311803 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),0.367999 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.318263 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.315841 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.657475 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.323069 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.32473 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.298253 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.3289 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.323265 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),0.819797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.91096 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),0.671032 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),0.679267 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.309995 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.364961 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.3175 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.313116 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.654658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.321621 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.323324 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.298254 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.379267 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.321174 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.910342 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),0.670826 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),0.679061 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.30932 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.363138 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.316825 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.312441 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.652328 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.320947 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.322038 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.29758 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.377444 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.308522 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),0.819591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.910342 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.670826 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),0.679061 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),0.259573 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),0.312402 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),0.266544 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),0.262312 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),0.599121 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),0.271199 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),0.271064 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),0.248494 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),0.326709 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),0.258774 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.259877 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),0.885666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.722806 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.731041 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),0.259573 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),0.312402 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),0.266544 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),0.262312 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),0.599121 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),0.271199 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),0.271064 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),0.248038 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),0.326709 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),0.258774 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.259877 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),0.88182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.977027 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.729483 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),0.259573 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),0.312402 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),0.266544 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),0.262312 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),0.599121 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),0.271199 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),0.271064 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),0.248038 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),0.326709 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),0.258774 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.259877 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),0.88182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.977027 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.735764 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.409249 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.40589 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.402836 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.458931 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.430156 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.411999 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.394595 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.403412 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.43078 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.389296 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.408323 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),0.709969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.419251 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.405212 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.402346 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.460303 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.429046 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.409731 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.39259 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.409061 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.42967 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.387647 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.41887 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),0.710174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.41584 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.394497 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.39878 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.454201 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.425948 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.407978 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.390692 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.398782 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.426572 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.385394 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.403693 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),0.709969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.417067 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.395723 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.394373 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.459185 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.425948 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.407978 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.390692 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.398782 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.426572 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.385394 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.403693 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),0.709969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.418139 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.39612 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.393612 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.390804 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.432992 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.408802 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.391279 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.400093 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.433615 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.386587 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.405365 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),0.709969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.423646 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.40345 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.399641 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.395398 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.453612 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.41602 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.398497 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.408041 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.434988 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.393199 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.412953 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),0.709969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.417977 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.401011 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.393499 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.390723 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.448518 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.414582 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.393468 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.404027 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.441841 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.388169 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.408938 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),0.709969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.41584 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.394497 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.391836 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.387592 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.444826 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.411971 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.397778 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.398782 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.426572 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.385394 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.403693 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),0.709969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.419251 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.399768 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.394045 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.391402 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.450277 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.414659 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.40088 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.380902 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.42967 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.387647 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.41887 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),0.710174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),0.423646 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),0.40345 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.399641 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.395398 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.453612 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.419777 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.406194 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.387623 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.397613 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.393199 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.412953 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),0.709969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),0.41584 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.394497 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.391836 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.387592 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.444826 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.411971 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.397778 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.379817 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.38866 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.412595 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.403693 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),0.709969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.419251 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.399768 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.394045 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),0.391402 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.450277 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.414659 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.40088 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.380902 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.393931 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.415283 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.377373 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),0.710174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.668772 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.617428 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),0.365339 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),0.344203 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),0.341571 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),0.337329 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),0.393785 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),0.361595 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),0.347562 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),0.330276 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),0.338366 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),0.362219 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),0.324978 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.343278 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),0.775114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.671832 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),0.365339 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),0.344203 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),0.341571 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),0.337329 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),0.393785 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),0.361595 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),0.347562 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),0.330276 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),0.338366 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),0.362219 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),0.324978 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.343278 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),0.775114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.735393 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.347291 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.32783 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.341148 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.345512 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.348015 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.339093 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),0.337075 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.338631 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.345621 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.336502 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.342394 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),0.34621 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),0.591999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),0.610899 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.331331 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.333356 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.347081 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.353307 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.351786 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.343822 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.341037 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.350821 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.349393 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.340937 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.359599 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.354005 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),0.592117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),0.611017 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.327463 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.335843 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.340995 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.344685 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.347709 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.338975 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.337075 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.337904 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.345315 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.336502 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.341667 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.345383 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),0.591999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),0.610899 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.327463 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.335843 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.317668 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.349975 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.347862 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.339128 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.337228 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.338057 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.345468 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.336654 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.34182 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.350673 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),0.591999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),0.610899 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.330161 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.337192 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.318221 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.331404 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.354165 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.339212 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.337075 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.338627 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.351771 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.337107 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.342751 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.346089 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),0.591999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),0.610899 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.327463 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.336991 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.316719 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.328829 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.335128 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.339212 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.337075 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.339358 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.345926 # DEPENDENCYPART_GRANDPAR
